"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2024-11-13","4,443.01","4,397.32","4,443.35","4,363.62","940.97M","-0.31%"
"2024-11-12","4,456.86","4,627.54","4,680.41","4,442.54","1.57B","-4.19%"
"2024-11-11","4,651.71","4,524.49","4,670.15","4,524.49","1.65B","-0.35%"
"2024-11-8","4,668.26","4,786.41","4,838.38","4,658.69","1.77B","-0.20%"
"2024-11-7","4,677.64","4,532.54","4,687.50","4,508.40","1.60B","2.25%"
"2024-11-6","4,574.50","4,646.37","4,667.90","4,525.36","1.57B","-2.54%"
"2024-11-5","4,693.85","4,486.17","4,694.48","4,486.17","1.50B","3.57%"
"2024-11-4","4,532.18","4,512.24","4,554.36","4,501.09","777.26M","1.08%"
"2024-11-1","4,483.91","4,504.48","4,548.66","4,454.93","1.13B","-0.34%"
"2024-10-31","4,499.15","4,527.34","4,578.40","4,499.15","961.24M","-0.32%"
"2024-10-30","4,513.68","4,581.18","4,610.33","4,491.61","1.18B","-2.38%"
"2024-10-29","4,623.84","4,648.47","4,701.00","4,601.52","1.21B","1.09%"
"2024-10-28","4,574.07","4,563.74","4,601.07","4,516.73","952.35M","0.79%"
"2024-10-25","4,538.03","4,492.60","4,593.12","4,492.60","1.10B","1.21%"
"2024-10-24","4,483.99","4,543.32","4,570.36","4,473.35","1.27B","-2.64%"
"2024-10-23","4,605.62","4,527.01","4,669.85","4,506.28","1.63B","1.86%"
"2024-10-22","4,521.63","4,508.46","4,565.24","4,476.88","1.24B","0.66%"
"2024-10-21","4,491.90","4,580.65","4,637.44","4,483.22","2.24B","-2.37%"
"2024-10-18","4,600.85","4,337.24","4,661.64","4,329.92","2.82B","5.77%"
"2024-10-17","4,349.77","4,449.39","4,547.31","4,319.17","1.77B","-1.19%"
"2024-10-16","4,402.37","4,391.14","4,482.95","4,368.95","1.46B","-1.09%"
"2024-10-15","4,450.95","4,654.12","4,682.83","4,405.29","2.09B","-4.65%"
"2024-10-14","4,668.18","4,702.61","4,723.73","4,512.14","2.28B","-1.43%"
"2024-10-10","4,736.10","4,772.82","4,862.17","4,675.69","2.38B","2.05%"
"2024-10-9","4,640.75","4,819.86","4,908.88","4,502.93","4.66B","-1.17%"
"2024-10-8","4,695.81","5,293.05","5,293.05","4,611.45","5.58B","-12.82%"
"2024-10-7","5,386.48","5,298.43","5,451.53","5,236.09","2.70B","3.05%"
"2024-10-4","5,227.13","4,941.96","5,233.98","4,885.22","2.91B","4.99%"
"2024-10-3","4,978.64","5,117.37","5,118.05","4,773.13","2.09B","-3.46%"
"2024-10-2","5,157.08","4,840.08","5,252.53","4,840.08","2.72B","8.53%"
"2024-9-30","4,751.81","4,648.26","4,841.82","4,539.56","4.56B","6.70%"
"2024-9-27","4,453.24","4,340.07","4,516.58","4,308.47","2.99B","5.78%"
"2024-9-26","4,209.71","3,983.38","4,222.65","3,964.86","2.66B","7.27%"
"2024-9-25","3,924.45","4,063.51","4,063.51","3,907.06","1.93B","0.23%"
"2024-9-24","3,915.58","3,785.98","3,916.69","3,755.15","1.49B","5.88%"
"2024-9-23","3,698.27","3,699.23","3,761.17","3,688.69","897.25M","-0.15%"
"2024-9-20","3,703.84","3,649.32","3,744.31","3,638.47","1.55B","1.43%"
"2024-9-19","3,651.56","3,539.08","3,669.72","3,528.21","996.24M","3.25%"
"2024-9-17","3,536.57","3,482.67","3,545.31","3,472.90","381.12M","1.12%"
"2024-9-16","3,497.45","3,454.69","3,497.45","3,422.82","279.02M","0.51%"
"2024-9-13","3,479.80","3,477.38","3,528.77","3,475.52","512.39M","0.13%"
"2024-9-12","3,475.25","3,479.79","3,508.06","3,473.66","540.63M","0.71%"
"2024-9-11","3,450.92","3,416.76","3,457.00","3,416.76","783.27M","0.01%"
"2024-9-10","3,450.73","3,448.75","3,467.59","3,403.55","839.00M","0.41%"
"2024-9-9","3,436.75","3,450.98","3,454.45","3,410.82","1.02B","-1.46%"
"2024-9-5","3,487.80","3,479.47","3,505.65","3,461.11","503.74M","0.14%"
"2024-9-4","3,482.84","3,467.45","3,496.40","3,439.94","616.24M","-0.39%"
"2024-9-3","3,496.49","3,486.02","3,534.69","3,472.02","422.75M","0.29%"
"2024-9-2","3,486.40","3,539.86","3,539.86","3,477.95","578.72M","-2.08%"
"2024-8-30","3,560.61","3,476.13","3,614.68","3,470.22","1.14B","2.87%"
"2024-8-29","3,461.22","3,388.70","3,467.11","3,365.47","869.35M","0.46%"
"2024-8-28","3,445.46","3,478.90","3,488.30","3,425.73","757.63M","-1.59%"
"2024-8-27","3,501.29","3,455.61","3,501.70","3,438.76","671.28M","-0.05%"
"2024-8-26","3,502.96","3,490.43","3,522.48","3,479.40","749.37M","0.98%"
"2024-8-23","3,468.94","3,451.18","3,474.96","3,435.28","588.75M","-1.13%"
"2024-8-22","3,508.61","3,490.29","3,513.66","3,436.98","998.69M","2.16%"
"2024-8-21","3,434.39","3,401.96","3,437.84","3,378.65","712.97M","-1.82%"
"2024-8-20","3,498.08","3,556.74","3,556.74","3,484.92","592.92M","-0.54%"
"2024-8-19","3,517.09","3,516.36","3,563.68","3,511.14","727.37M","1.68%"
"2024-8-16","3,459.09","3,437.54","3,469.42","3,416.76","643.98M","2.21%"
"2024-8-15","3,384.38","3,371.90","3,434.14","3,347.21","829.11M","-0.33%"
"2024-8-14","3,395.70","3,447.65","3,453.13","3,384.28","417.24M","-0.99%"
"2024-8-13","3,429.69","3,428.85","3,453.13","3,399.01","459.02M","0.00%"
"2024-8-12","3,429.84","3,438.01","3,448.67","3,392.70","421.23M","-0.20%"
"2024-8-9","3,436.80","3,436.69","3,483.23","3,429.05","668.20M","2.08%"
"2024-8-8","3,366.68","3,346.91","3,422.30","3,317.85","563.16M","-0.47%"
"2024-8-7","3,382.42","3,361.60","3,419.36","3,346.18","563.84M","1.19%"
"2024-8-6","3,342.52","3,392.21","3,409.60","3,322.30","739.21M","0.09%"
"2024-8-5","3,339.42","3,333.70","3,426.32","3,272.06","1.18B","-1.36%"
"2024-8-2","3,385.60","3,417.50","3,435.91","3,356.80","651.38M","-2.62%"
"2024-8-1","3,476.58","3,503.51","3,518.85","3,461.80","561.49M","-1.15%"
"2024-7-31","3,516.87","3,419.78","3,535.14","3,411.49","845.34M","3.01%"
"2024-7-30","3,414.04","3,464.69","3,464.69","3,401.82","630.90M","-1.52%"
"2024-7-29","3,466.60","3,491.95","3,509.46","3,455.01","620.24M","0.66%"
"2024-7-26","3,443.73","3,443.65","3,476.47","3,410.75","748.35M","0.66%"
"2024-7-25","3,421.26","3,461.91","3,467.24","3,408.05","790.26M","-2.00%"
"2024-7-24","3,491.20","3,539.90","3,561.64","3,469.42","823.78M","-1.52%"
"2024-7-23","3,545.09","3,634.67","3,639.61","3,537.28","760.57M","-1.82%"
"2024-7-22","3,610.71","3,550.52","3,625.80","3,532.28","1.11B","2.10%"
"2024-7-19","3,536.54","3,571.22","3,589.28","3,527.52","660.68M","-2.12%"
"2024-7-18","3,613.13","3,598.75","3,640.12","3,571.76","673.07M","-0.76%"
"2024-7-17","3,640.88","3,638.92","3,678.67","3,617.08","672.83M","0.50%"
"2024-7-16","3,622.84","3,626.02","3,641.16","3,600.35","625.95M","-1.35%"
"2024-7-15","3,672.58","3,736.34","3,747.86","3,661.10","634.18M","-2.90%"
"2024-7-12","3,782.08","3,746.43","3,787.33","3,736.31","856.64M","2.32%"
"2024-7-11","3,696.49","3,637.70","3,703.70","3,633.46","654.85M","2.67%"
"2024-7-10","3,600.49","3,639.26","3,679.96","3,596.58","683.40M","-0.01%"
"2024-7-9","3,600.90","3,562.73","3,624.56","3,539.60","861.00M","0.96%"
"2024-7-8","3,566.63","3,589.70","3,621.36","3,545.76","1.04B","-0.84%"
"2024-7-5","3,596.80","3,649.82","3,666.80","3,577.29","2.20B","-1.45%"
"2024-7-4","3,649.67","3,692.42","3,710.87","3,634.59","1.28B","0.63%"
"2024-7-3","3,626.93","3,564.64","3,638.23","3,553.24","2.76B","2.48%"
"2024-7-2","3,539.13","3,538.13","3,596.20","3,521.50","0.00K","-0.43%"
"2024-6-28","3,554.45","3,546.70","3,614.55","3,546.70","850.16M","-0.96%"
"2024-6-27","3,588.86","3,666.50","3,668.67","3,580.68","1.06B","-2.73%"
"2024-6-26","3,689.68","3,639.75","3,709.21","3,634.27","1.08B","0.94%"
"2024-6-25","3,655.46","3,689.43","3,701.59","3,624.48","726.81M","-0.60%"
"2024-6-24","3,677.51","3,671.57","3,678.56","3,619.76","800.95M","-0.65%"
"2024-6-21","3,701.40","3,720.72","3,734.62","3,674.31","1.49B","-1.76%"
"2024-6-20","3,767.88","3,838.32","3,838.32","3,753.25","1.19B","-1.68%"
"2024-6-19","3,832.32","3,736.26","3,835.05","3,728.75","1.54B","3.65%"
"2024-6-18","3,697.21","3,718.85","3,751.66","3,682.05","708.33M","-0.33%"
"2024-6-17","3,709.35","3,686.11","3,739.72","3,666.04","751.40M","0.05%"
"2024-6-14","3,707.62","3,726.97","3,735.10","3,697.13","1.01B","-0.84%"
"2024-6-13","3,739.14","3,743.45","3,755.36","3,696.78","774.48M","1.30%"
"2024-6-12","3,691.28","3,724.16","3,747.85","3,682.51","897.20M","-1.71%"
"2024-6-11","3,755.42","3,723.44","3,772.83","3,696.64","1.21B","-0.45%"
"2024-6-7","3,772.47","3,855.81","3,855.81","3,755.79","1.70B","-1.78%"
"2024-6-6","3,840.66","3,859.91","3,886.31","3,813.28","1.85B","0.86%"
"2024-6-5","3,807.73","3,797.23","3,867.64","3,786.23","1.17B","0.30%"
"2024-6-4","3,796.17","3,756.14","3,813.27","3,756.14","877.47M","0.32%"
"2024-6-3","3,784.04","3,744.43","3,820.06","3,740.46","990.85M","2.53%"
"2024-5-31","3,690.76","3,814.42","3,847.12","3,684.85","1.51B","-1.65%"
"2024-5-30","3,752.76","3,752.11","3,809.28","3,735.63","1.01B","-0.33%"
"2024-5-29","3,765.24","3,821.11","3,823.96","3,747.54","1.82B","-2.32%"
"2024-5-28","3,854.57","3,868.15","3,921.20","3,839.03","1.17B","-0.26%"
"2024-5-27","3,864.48","3,801.72","3,876.44","3,751.13","1.42B","1.71%"
"2024-5-24","3,799.47","3,865.17","3,890.37","3,780.16","1.36B","-2.48%"
"2024-5-23","3,896.19","3,972.81","3,972.81","3,882.45","1.39B","-2.41%"
"2024-5-22","3,992.59","3,987.62","4,036.70","3,957.18","1.20B","0.30%"
"2024-5-21","3,980.63","4,079.11","4,087.81","3,963.82","1.45B","-3.74%"
"2024-5-20","4,135.38","4,124.36","4,155.87","4,111.51","2.77B","0.55%"
"2024-5-17","4,112.59","4,135.36","4,162.51","4,073.61","1.51B","0.99%"
"2024-5-16","4,072.15","4,091.59","4,097.82","4,024.42","1.53B","0.76%"
"2024-5-14","4,041.45","4,072.89","4,111.56","4,038.68","1.52B","0.57%"
"2024-5-13","4,018.69","3,925.19","4,031.09","3,906.36","1.58B","1.42%"
"2024-5-10","3,962.32","3,975.75","4,002.66","3,899.83","2.31B","0.38%"
"2024-5-9","3,947.41","3,874.44","3,955.97","3,868.67","1.82B","1.95%"
"2024-5-8","3,872.01","3,921.10","3,962.63","3,859.55","3.60B","-1.29%"
"2024-5-7","3,922.54","4,002.76","4,005.32","3,909.93","1.62B","-2.13%"
"2024-5-6","4,007.78","3,982.25","4,021.69","3,952.86","2.58B","0.92%"
"2024-5-3","3,971.29","4,009.96","4,023.43","3,922.86","1.59B","2.74%"
"2024-5-2","3,865.48","3,700.23","3,870.24","3,683.62","2.55B","4.45%"
"2024-4-30","3,700.67","3,744.19","3,760.98","3,681.91","2.29B","-0.34%"
"2024-4-29","3,713.32","3,728.66","3,805.88","3,706.18","3.56B","-0.13%"
"2024-4-26","3,718.27","3,568.44","3,738.18","3,568.44","4.81B","4.61%"
"2024-4-25","3,554.30","3,556.41","3,616.17","3,526.88","2.75B","-0.54%"
"2024-4-24","3,573.59","3,495.13","3,577.58","3,474.89","2.39B","3.61%"
"2024-4-23","3,449.10","3,394.36","3,456.89","3,376.36","785.17M","3.38%"
"2024-4-22","3,336.35","3,318.19","3,374.11","3,292.95","769.78M","1.78%"
"2024-4-19","3,278.06","3,308.77","3,308.77","3,233.76","796.49M","-2.35%"
"2024-4-18","3,356.82","3,333.75","3,391.45","3,301.86","644.80M","0.50%"
"2024-4-17","3,340.22","3,340.71","3,374.51","3,306.29","633.39M","0.07%"
"2024-4-16","3,337.85","3,377.33","3,399.06","3,318.94","893.58M","-3.04%"
"2024-4-15","3,442.49","3,408.05","3,452.60","3,392.27","889.24M","-0.92%"
"2024-4-12","3,474.47","3,523.71","3,549.31","3,472.43","848.82M","-1.81%"
"2024-4-11","3,538.39","3,480.30","3,553.46","3,480.30","780.18M","-0.38%"
"2024-4-10","3,552.01","3,514.39","3,587.29","3,511.17","846.92M","2.12%"
"2024-4-9","3,478.24","3,461.42","3,510.58","3,454.19","655.13M","0.98%"
"2024-4-8","3,444.61","3,427.68","3,492.47","3,413.12","754.53M","-0.18%"
"2024-4-5","3,450.89","3,464.55","3,476.47","3,381.03","699.62M","-0.29%"
"2024-4-3","3,460.87","3,543.75","3,543.75","3,450.01","968.55M","-2.32%"
"2024-4-2","3,543.12","3,558.92","3,577.39","3,525.09","1.41B","1.89%"
"2024-3-28","3,477.55","3,403.95","3,543.21","3,403.95","1.08B","2.48%"
"2024-3-27","3,393.43","3,437.61","3,443.88","3,380.95","1.13B","-2.25%"
"2024-3-26","3,471.49","3,468.62","3,499.15","3,428.88","769.41M","1.00%"
"2024-3-25","3,437.20","3,469.30","3,486.44","3,421.80","940.68M","-0.54%"
"2024-3-22","3,455.88","3,527.30","3,531.71","3,424.00","979.69M","-3.55%"
"2024-3-21","3,582.90","3,609.64","3,647.01","3,572.37","882.71M","0.89%"
"2024-3-20","3,551.42","3,538.65","3,569.97","3,493.75","548.36M","0.65%"
"2024-3-19","3,528.47","3,554.15","3,571.23","3,514.30","576.64M","-1.83%"
"2024-3-18","3,594.22","3,535.49","3,609.80","3,522.92","639.39M","1.25%"
"2024-3-15","3,549.84","3,534.14","3,550.19","3,487.71","961.01M","-1.50%"
"2024-3-14","3,603.83","3,668.56","3,692.29","3,574.48","726.78M","-1.44%"
"2024-3-13","3,656.30","3,650.75","3,704.06","3,640.33","944.72M","0.34%"
"2024-3-12","3,643.91","3,525.98","3,657.40","3,501.75","1.24B","4.64%"
"2024-3-11","3,482.29","3,407.11","3,485.81","3,407.11","801.34M","2.86%"
"2024-3-8","3,385.58","3,360.96","3,427.77","3,360.96","608.77M","0.78%"
"2024-3-7","3,359.34","3,428.32","3,449.74","3,323.52","912.93M","-1.56%"
"2024-3-6","3,412.57","3,320.58","3,454.29","3,320.58","746.94M","2.67%"
"2024-3-5","3,323.89","3,381.88","3,401.93","3,317.12","969.73M","-4.34%"
"2024-3-4","3,474.77","3,491.32","3,503.62","3,433.14","842.34M","-0.38%"
"2024-3-1","3,488.13","3,396.36","3,496.17","3,387.27","1.04B","1.66%"
"2024-2-29","3,431.30","3,390.88","3,468.73","3,390.88","1.11B","0.14%"
"2024-2-28","3,426.61","3,527.83","3,547.16","3,420.99","1.00B","-2.19%"
"2024-2-27","3,503.17","3,428.89","3,510.57","3,366.26","934.71M","3.24%"
"2024-2-26","3,393.29","3,381.35","3,425.81","3,374.36","588.94M","-0.19%"
"2024-2-23","3,399.84","3,386.22","3,444.28","3,363.06","827.29M","-0.30%"
"2024-2-22","3,410.02","3,346.69","3,410.02","3,315.68","721.92M","1.75%"
"2024-2-21","3,351.22","3,240.26","3,421.13","3,221.56","1.09B","2.66%"
"2024-2-20","3,264.40","3,275.64","3,283.20","3,201.99","581.48M","0.35%"
"2024-2-19","3,253.09","3,320.13","3,320.13","3,236.95","903.45M","-2.68%"
"2024-2-16","3,342.73","3,231.28","3,357.50","3,205.51","578.47M","3.71%"
"2024-2-15","3,223.10","3,184.07","3,239.70","3,156.14","349.67M","0.79%"
"2024-2-14","3,197.87","3,074.87","3,205.66","3,052.62","540.78M","2.26%"
"2024-2-9","3,127.22","3,125.37","3,130.47","3,072.76","229.13M","-1.30%"
"2024-2-8","3,168.55","3,179.11","3,223.17","3,148.38","725.80M","-0.69%"
"2024-2-7","3,190.68","3,269.13","3,320.86","3,172.02","1.01B","-1.64%"
"2024-2-6","3,243.81","3,050.53","3,253.99","3,050.53","1.25B","6.75%"
"2024-2-5","3,038.84","2,990.29","3,095.43","2,987.68","670.83M","-0.17%"
"2024-2-2","3,043.90","3,137.01","3,165.80","3,015.98","711.34M","-0.72%"
"2024-2-1","3,065.95","3,029.81","3,128.40","3,011.06","685.80M","2.00%"
"2024-1-31","3,005.80","3,090.45","3,106.50","2,984.90","864.10M","-3.00%"
"2024-1-30","3,098.87","3,150.24","3,160.30","3,086.48","650.73M","-3.27%"
"2024-1-29","3,203.59","3,212.25","3,256.08","3,179.87","670.36M","0.54%"
"2024-1-26","3,186.49","3,284.66","3,284.66","3,175.16","807.27M","-3.75%"
"2024-1-25","3,310.69","3,282.02","3,324.36","3,220.02","705.19M","0.90%"
"2024-1-24","3,281.16","3,235.10","3,303.72","3,150.10","937.19M","4.24%"
"2024-1-23","3,147.81","3,062.22","3,192.83","3,047.04","912.42M","3.70%"
"2024-1-22","3,035.47","3,144.87","3,156.19","2,994.07","951.57M","-3.02%"
"2024-1-19","3,129.92","3,171.01","3,209.88","3,101.61","708.04M","-1.45%"
"2024-1-18","3,176.08","3,167.40","3,201.15","3,123.27","792.70M","0.51%"
"2024-1-17","3,160.00","3,294.31","3,294.31","3,130.22","1.21B","-4.99%"
"2024-1-16","3,325.93","3,369.60","3,413.37","3,310.17","533.62M","-2.29%"
"2024-1-15","3,404.00","3,459.51","3,459.51","3,380.59","404.30M","-1.92%"
"2024-1-12","3,470.64","3,476.86","3,530.24","3,454.61","371.90M","-0.92%"
"2024-1-11","3,503.02","3,434.42","3,540.57","3,428.99","564.06M","2.18%"
"2024-1-10","3,428.20","3,444.34","3,476.86","3,407.08","539.33M","-0.76%"
"2024-1-9","3,454.50","3,496.62","3,539.58","3,451.77","509.21M","-0.87%"
"2024-1-8","3,484.75","3,589.35","3,589.35","3,467.22","572.08M","-2.99%"
"2024-1-5","3,592.33","3,627.15","3,662.20","3,572.28","423.07M","-1.71%"
"2024-1-4","3,654.94","3,665.15","3,666.42","3,616.47","383.71M","0.23%"
"2024-1-3","3,646.39","3,657.96","3,661.04","3,623.03","525.25M","-1.84%"
"2024-1-2","3,714.77","3,803.44","3,808.23","3,694.21","405.02M","-1.32%"
"2023-12-29","3,764.29","3,778.02","3,792.22","3,725.30","538.31M","0.01%"
"2023-12-28","3,763.90","3,647.17","3,800.25","3,640.94","775.49M","3.41%"
"2023-12-27","3,639.76","3,641.18","3,651.68","3,597.56","714.50M","2.58%"
"2023-12-22","3,548.05","3,745.31","3,773.15","3,527.45","920.04M","-4.37%"
"2023-12-21","3,710.22","3,679.13","3,722.15","3,662.72","420.39M","-0.44%"
"2023-12-20","3,726.50","3,758.24","3,768.85","3,713.04","525.39M","0.51%"
"2023-12-19","3,707.76","3,712.22","3,730.88","3,674.77","606.58M","-0.61%"
"2023-12-18","3,730.66","3,748.42","3,763.03","3,711.69","983.74M","-1.32%"
"2023-12-15","3,780.69","3,750.26","3,841.38","3,749.11","874.93M","2.22%"
"2023-12-14","3,698.57","3,733.04","3,771.40","3,673.40","643.63M","0.34%"
"2023-12-13","3,686.21","3,703.49","3,711.11","3,658.31","526.99M","-1.18%"
"2023-12-12","3,730.25","3,686.25","3,746.68","3,666.16","479.82M","1.74%"
"2023-12-11","3,666.51","3,657.29","3,690.17","3,603.52","615.05M","-1.06%"
"2023-12-8","3,705.93","3,720.06","3,751.81","3,674.49","623.15M","-0.38%"
"2023-12-7","3,720.21","3,719.76","3,732.69","3,671.15","485.58M","-0.73%"
"2023-12-6","3,747.58","3,691.07","3,777.56","3,668.18","678.64M","1.76%"
"2023-12-5","3,682.67","3,744.05","3,744.05","3,647.42","712.64M","-2.05%"
"2023-12-4","3,759.72","3,842.68","3,842.68","3,745.60","659.47M","-1.86%"
"2023-12-1","3,830.92","3,885.26","3,886.03","3,818.94","898.71M","-1.76%"
"2023-11-30","3,899.64","3,904.16","3,914.62","3,850.30","760.55M","-0.27%"
"2023-11-29","3,910.24","4,004.96","4,004.96","3,884.03","901.06M","-2.25%"
"2023-11-28","4,000.42","4,035.51","4,045.47","3,978.14","1.02B","-0.77%"
"2023-11-27","4,031.66","4,063.69","4,063.69","3,972.03","422.06M","0.17%"
"2023-11-24","4,024.83","4,085.35","4,085.35","4,018.41","420.90M","-2.24%"
"2023-11-23","4,117.12","4,038.24","4,122.38","4,021.16","529.28M","2.17%"
"2023-11-22","4,029.82","4,034.47","4,071.31","4,006.62","575.17M","-0.18%"
"2023-11-21","4,037.07","4,137.24","4,157.51","4,019.44","822.35M","-0.99%"
"2023-11-20","4,077.58","4,030.11","4,083.03","3,999.51","777.35M","2.45%"
"2023-11-17","3,980.15","3,983.68","4,015.45","3,951.92","796.67M","-1.72%"
"2023-11-16","4,049.72","4,169.70","4,169.70","4,009.64","745.65M","-1.85%"
"2023-11-15","4,125.87","4,078.78","4,125.87","4,036.39","757.19M","4.41%"
"2023-11-14","3,951.75","4,004.87","4,010.06","3,935.25","509.99M","-0.74%"
"2023-11-13","3,981.27","3,915.74","3,989.76","3,894.84","569.13M","2.28%"
"2023-11-10","3,892.44","3,944.23","3,953.45","3,885.93","691.08M","-3.28%"
"2023-11-9","4,024.24","4,037.74","4,075.03","4,004.71","507.74M","0.08%"
"2023-11-8","4,020.84","4,045.74","4,091.47","4,006.29","661.80M","-0.86%"
"2023-11-7","4,055.84","4,052.97","4,098.76","4,033.41","569.16M","-1.04%"
"2023-11-6","4,098.58","4,025.88","4,109.63","4,025.88","919.54M","4.09%"
"2023-11-3","3,937.37","3,865.86","3,949.75","3,839.98","810.64M","3.25%"
"2023-11-2","3,813.42","3,813.20","3,878.05","3,793.55","622.15M","1.63%"
"2023-11-1","3,752.37","3,762.02","3,780.15","3,711.60","423.56M","-0.18%"
"2023-10-31","3,759.16","3,829.23","3,829.23","3,746.81","497.20M","-2.47%"
"2023-10-30","3,854.31","3,763.20","3,854.31","3,763.20","839.23M","1.27%"
"2023-10-27","3,806.10","3,739.81","3,830.38","3,722.65","655.15M","2.52%"
"2023-10-26","3,712.55","3,699.67","3,738.98","3,665.31","464.66M","0.31%"
"2023-10-25","3,700.94","3,786.83","3,802.39","3,671.09","636.70M","2.16%"
"2023-10-24","3,622.86","3,660.80","3,674.46","3,586.50","578.79M","-1.07%"
"2023-10-20","3,662.15","3,667.30","3,710.06","3,658.92","556.33M","-1.03%"
"2023-10-19","3,700.15","3,709.98","3,731.52","3,692.22","700.56M","-1.90%"
"2023-10-18","3,771.92","3,818.85","3,821.98","3,766.63","579.02M","-1.67%"
"2023-10-17","3,836.05","3,855.48","3,856.36","3,808.43","398.10M","0.64%"
"2023-10-16","3,811.68","3,875.47","3,887.14","3,794.04","413.52M","-1.76%"
"2023-10-13","3,879.84","3,908.83","3,938.42","3,870.11","477.05M","-3.46%"
"2023-10-12","4,019.05","4,038.54","4,038.54","4,005.26","518.10M","1.68%"
"2023-10-11","3,952.50","3,960.67","3,985.20","3,935.80","620.81M","2.01%"
"2023-10-10","3,874.67","3,864.33","3,936.80","3,864.33","411.78M","1.29%"
"2023-10-9","3,825.48","3,807.06","3,859.85","3,799.79","268.13M","0.24%"
"2023-10-6","3,816.15","3,795.16","3,848.75","3,791.78","214.96M","1.55%"
"2023-10-5","3,757.82","3,784.72","3,806.80","3,751.99","238.70M","0.14%"
"2023-10-4","3,752.42","3,796.17","3,796.84","3,732.33","242.00M","-1.71%"
"2023-10-3","3,817.52","3,858.66","3,858.66","3,788.63","274.85M","-2.63%"
"2023-9-29","3,920.59","3,821.55","3,954.89","3,811.56","406.99M","3.77%"
"2023-9-28","3,778.12","3,831.32","3,845.06","3,760.13","442.18M","-1.45%"
"2023-9-27","3,833.87","3,823.81","3,884.18","3,821.12","408.27M","0.43%"
"2023-9-26","3,817.27","3,866.42","3,878.96","3,794.21","400.47M","-1.69%"
"2023-9-25","3,882.90","3,976.02","3,976.02","3,873.99","325.67M","-2.72%"
"2023-9-22","3,991.33","3,821.31","3,997.33","3,821.31","518.94M","3.69%"
"2023-9-21","3,849.27","3,887.64","3,893.75","3,827.18","426.72M","-1.85%"
"2023-9-20","3,921.83","3,963.66","3,966.01","3,903.63","382.41M","-1.58%"
"2023-9-19","3,984.79","3,993.65","3,999.45","3,942.28","315.35M","-0.06%"
"2023-9-18","3,987.35","4,040.57","4,062.41","3,987.35","371.48M","-2.22%"
"2023-9-15","4,077.91","4,081.47","4,128.48","4,028.75","589.36M","0.46%"
"2023-9-14","4,059.15","4,065.08","4,089.68","4,028.42","331.36M","0.44%"
"2023-9-13","4,041.19","4,082.26","4,093.64","4,024.17","363.13M","-0.56%"
"2023-9-12","4,063.96","4,058.24","4,111.48","4,031.35","408.43M","-0.47%"
"2023-9-11","4,083.14","3,997.62","4,107.09","3,983.93","676.20M","-0.21%"
"2023-9-7","4,091.65","4,179.95","4,179.95","4,082.29","569.49M","-2.04%"
"2023-9-6","4,176.84","4,167.77","4,187.30","4,116.76","654.76M","-0.40%"
"2023-9-5","4,193.45","4,286.28","4,286.28","4,184.72","938.87M","-2.59%"
"2023-9-4","4,305.02","4,257.60","4,309.87","4,236.96","1.29B","3.00%"
"2023-8-31","4,179.49","4,240.07","4,269.67","4,154.95","1.00B","-0.38%"
"2023-8-30","4,195.41","4,299.73","4,315.59","4,175.17","855.71M","-0.92%"
"2023-8-29","4,234.43","4,170.47","4,254.26","4,153.13","751.69M","2.59%"
"2023-8-28","4,127.54","4,257.21","4,268.26","4,118.57","549.21M","1.69%"
"2023-8-25","4,058.95","4,087.11","4,109.40","4,054.98","425.93M","-2.38%"
"2023-8-24","4,158.02","4,057.07","4,175.26","4,046.99","673.92M","3.72%"
"2023-8-23","4,008.86","3,989.86","4,049.09","3,950.67","455.33M","0.20%"
"2023-8-22","4,000.92","3,956.41","4,049.86","3,910.30","550.33M","1.98%"
"2023-8-21","3,923.16","3,951.17","4,014.00","3,911.65","637.92M","-2.10%"
"2023-8-18","4,007.39","4,110.85","4,135.90","4,002.09","637.18M","-3.63%"
"2023-8-17","4,158.28","4,049.27","4,189.46","4,023.75","713.08M","0.78%"
"2023-8-16","4,126.13","4,126.57","4,180.19","4,114.25","483.91M","-1.27%"
"2023-8-15","4,179.13","4,170.09","4,229.11","4,156.42","383.87M","-0.70%"
"2023-8-14","4,208.43","4,157.98","4,215.03","4,123.46","518.39M","-1.52%"
"2023-8-11","4,273.19","4,386.43","4,386.43","4,261.65","560.27M","-2.39%"
"2023-8-10","4,378.04","4,337.68","4,392.20","4,297.86","390.78M","0.10%"
"2023-8-9","4,373.71","4,310.59","4,383.13","4,302.39","334.50M","-0.01%"
"2023-8-8","4,374.20","4,414.35","4,438.93","4,361.44","460.60M","-2.78%"
"2023-8-7","4,499.43","4,459.16","4,509.89","4,413.77","431.51M","0.05%"
"2023-8-4","4,497.31","4,511.22","4,556.96","4,444.18","444.86M","2.06%"
"2023-8-3","4,406.44","4,383.01","4,459.37","4,367.74","471.75M","0.40%"
"2023-8-2","4,388.77","4,508.85","4,540.52","4,366.14","585.44M","-3.29%"
"2023-8-1","4,538.10","4,599.84","4,661.38","4,505.26","735.60M","-0.26%"
"2023-7-31","4,549.95","4,625.61","4,688.69","4,530.48","1.10B","1.87%"
"2023-7-28","4,466.57","4,278.65","4,481.41","4,272.16","871.16M","2.89%"
"2023-7-27","4,341.19","4,296.23","4,357.52","4,287.40","738.98M","2.90%"
"2023-7-26","4,218.83","4,212.77","4,230.06","4,180.19","448.63M","-0.91%"
